char,word,tier,rep,pg
lydlid,wind,1,0,597
lydlid,wind,1,0,923
lydlid,wind,1,0,963
lydlid,wind,1,0,1054
lydlid,wind,1,0,1055
lydlid,wind,1,0,1178
lydlid,wind,1,0,1202
lydlid,wind,1,0,1203
lydlid,wind,1,0,1235
lydlid,wind,1,0,1261
lydlid,wind,1,0,1274
lydlid,sea,1,0,34
lydlid,sea,1,0,124
lydlid,sea,1,0,180
lydlid,sea,1,0,185
lydlid,sea,1,1,342
lydlid,sea,1,0,379
lydlid,sea,1,0,465
lydlid,sea,1,0,526
lydlid,sea,1,0,590
lydlid,sea,1,0,641
lydlid,sea,1,0,764
lydlid,sea,1,0,924
lydlid,sea,1,0,938
lydlid,sea,1,0,939
lydlid,sea,1,0,941
lydlid,sea,1,0,942
lydlid,sea,1,0,945
lydlid,sea,1,0,946
lydlid,sea,1,0,950
lydlid,sea,1,0,956
lydlid,sea,1,0,1078
lydlid,sea,1,0,1136
lydlid,sea,1,0,1152
lydlid,sea,1,0,1284
lydlid,sea,1,0,963
lydlid,sea,1,1,1284
patstrip,sea,2,0,73
patstrip,sea,2,0,118
patstrip,sea,2,0,153
patstrip,sea,2,0,187
patstrip,sea,2,0,219
patstrip,sea,2,0,240
patstrip,sea,2,0,260
patstrip,sea,2,0,261
patstrip,sea,2,0,272
patstrip,sea,2,0,273
patstrip,sea,2,0,276
patstrip,sea,2,0,293
patstrip,sea,2,0,358
patstrip,sea,2,0,445
patstrip,sea,2,0,447
patstrip,sea,2,0,677
patstrip,sea,2,0,719
patstrip,sea,2,0,721
patstrip,sea,2,0,803
patstrip,sea,2,0,833
patstrip,sea,2,0,857
patstrip,sea,2,0,860
patstrip,sea,2,0,877
patstrip,sea,2,0,1002
patstrip,sea,2,0,1045
patstrip,sea,2,0,1090
patstrip,sea,2,0,1235
patstrip,sea,2,0,1240
patstrip,sea,2,0,1249
patstrip,sea,2,0,1281
patstrip,sea,2,0,1283
patstrip,sea,2,0,340
patstrip,sea,2,0,342
patstrip,sea,2,0,357
patstrip,sea,2,0,790
patstrip,sea,2,0,1025
patstrip,sea,2,0,1088
patstrip,sea,2,0,1105
patstrip,sea,2,0,1110
patstrip,sea,2,0,1232
patstrip,sea,2,0,1259
lydlid,each,1,0,160
lydlid,each,1,0,174
lydlid,each,1,0,175
lydlid,each,1,0,362
lydlid,each,1,0,676
lydlid,each,1,0,677
lydlid,each,1,0,803
lydlid,each,1,0,935
lydlid,each,1,1,935
lydlid,each,1,0,1106
lydlid,each,1,0,1239
lydlid,each,1,0,34
lydlid,other,1,0,34
lydlid,other,1,0,148
lydlid,other,1,0,159
lydlid,other,1,0,160
lydlid,other,1,1,160
lydlid,other,1,0,487
lydlid,other,1,0,577
lydlid,other,1,0,792
lydlid,other,1,0,803
lydlid,other,1,0,856
lydlid,other,1,0,871
lydlid,other,1,0,901
lydlid,other,1,0,969
lydlid,other,1,0,1199
lydlid,other,1,1,871
lydlid,other,1,0,1012
lydlid,silent,1,0,35
lydlid,silent,1,0,312
lydlid,silent,1,0,458
lydlid,silent,1,0,518
lydlid,silent,1,0,523
lydlid,silent,1,0,793
lydlid,silent,1,0,794
lydlid,silent,1,0,936
bloom,when she,1,0,36
bloom,when she,1,0,973
bloom,when she,1,0,980
bloom,when she,1,0,1057
bloom,when she,1,0,1105
bloom,when she,1,0,1170
lydlid,did not,1,0,246
lydlid,did not,1,0,770
lydlid,did not,1,0,771
lydlid,did not,1,0,815
lydlid,did not,1,0,818
lydlid,did not,1,1,818
lydlid,did not,1,0,819
lydlid,did not,1,0,820
lydlid,did not,1,0,994
lydlid,did not,1,0,1283
lydlid,did not,1,0,38
lydlid,believe,1,0,38
lydlid,believe,1,0,152
lydlid,believe,1,0,627
lydlid,believe,1,0,815
lydlid,believe,1,0,818
lydlid,believe,1,0,819
lydlid,believe,1,0,820
lydlid,believe,1,0,872
lydlid,believe,1,1,872
lydlid,believe,1,0,1170
lydia,lyd,1,1,38
lydia,lyd,1,0,48
lydia,lyd,1,1,567
lydia,lyd,1,0,820
lydia,lyd,1,0,562
lydia,lyd,1,0,660
lydia,lyd,1,0,711
lydia,lyd,1,0,718
lydia,lyd,1,0,758
lydia,lyd,1,0,775
lydia,lyd,1,0,818
lydia,lyd,1,0,920
lydia,lyd,1,0,950
lydia,lyd,1,0,1112
lydia,lyd,1,0,1210
lydia,lyd,1,0,1270
lidwell,lyd,2,0,291
lidwell,lyd,2,0,38
lidwell,lyd,2,0,56
lidwell,lyd,2,0,227
lidwell,lyd,2,0,563
lidwell,lyd,2,0,566
lidwell,lyd,2,0,567
lidwell,lyd,2,1,711
lidwell,lyd,2,1,718
lidwell,lyd,2,0,720
lidwell,lyd,2,1,758
lidwell,lyd,2,0,769
lidwell,lyd,2,0,815
lidwell,lyd,2,0,819
lidwell,lyd,2,1,820
lidwell,lyd,2,0,924
lidwell,lyd,2,0,947
lidwell,lyd,2,1,950
lidwell,lyd,2,0,955
lidwell,lyd,2,0,1038
lidwell,lyd,2,0,1110
lidwell,lyd,2,0,1158
lidwell,lyd,2,0,1209
lidwell,lyd,2,0,1212
lidwell,lyd,2,0,1213
lidwell,lyd,2,0,1271
lidwell,lyd,2,0,1272
boylan,cock,1,0,38
boylan,cock,1,0,50
boylan,cock,1,0,141
boylan,cock,1,0,494
boylan,cock,1,0,630
boylan,cock,1,0,964
boylan,cock,1,0,987
boylan,cock,1,1,987
boylan,cock,1,0,988
boylan,cock,1,0,1118
boylan,cock,1,0,1198
boylan,cock,1,1,988
boylan,cock,1,0,1048
boylan,cock,1,0,500
boylan,cock,1,2,987
boylan,carra,1,0,38
boylan,carra,1,0,50
boylan,carra,1,0,987
boylan,carra,1,1,987
boylan,carra,1,2,987
boylan,carra,1,0,1048
boylan,carra,1,1,1048
boylan,carra,1,0,1118
bloom,carra,1,0,60
bloom,carra,1,1,60
bloom,carra,1,0,1291
bob,black,1,0,110
bob,black,1,0,244
bob,black,1,0,446
bob,black,1,0,726
bob,black,1,0,998
bob,black,1,0,1252
bob,black,1,0,39
bob,black,1,0,342
bob,black,1,0,633
bob,deep,1,0,147
bob,deep,1,0,174
bob,deep,1,0,176
bob,deep,1,0,655
bob,deep,1,0,737
bob,deep,1,0,998
bob,deep,1,0,1136
bob,deep,1,0,1156
bob,deep,1,0,39
bob,sound,1,0,39
bob,sound,1,0,457
bob,sound,1,0,632
bob,sound,1,0,837
bob,sound,1,0,998
bob,sound,1,0,1052
ben,do,1,0,435
ben,do,1,0,992
ben,do,1,0,993
ben,do,1,0,436
ben,do,1,1,436
ben,do,1,0,39
ben,do,1,0,393
ben,do,1,0,571
ben,do,1,0,671
ben,do,1,0,825
ben,do,1,0,908
ben,do,1,1,39
ben,do,1,1,993
ben,do,1,1,908
ben,Ben,1,0,39
ben,Ben,1,0,53
ben,Ben,1,1,53
ben,Ben,1,0,410
ben,Ben,1,0,436
ben,Ben,1,0,442
ben,Ben,1,0,449
ben,Ben,1,0,459
ben,Ben,1,0,472
ben,Ben,1,0,480
ben,Ben,1,0,481
ben,Ben,1,0,490
ben,Ben,1,0,531
ben,Ben,1,0,533
ben,Ben,1,0,541
ben,Ben,1,0,554
ben,Ben,1,0,582
ben,Ben,1,0,586
ben,Ben,1,0,599
ben,Ben,1,0,758
ben,Ben,1,0,772
ben,Ben,1,0,800
ben,Ben,1,0,849
ben,Ben,1,0,851
ben,Ben,1,0,853
ben,Ben,1,0,959
ben,Ben,1,0,990
ben,Ben,1,0,991
ben,Ben,1,0,992
ben,Ben,1,0,997
ben,Ben,1,0,1011
ben,Ben,1,0,1032
ben,Ben,1,0,1070
ben,Ben,1,0,1146
ben,Ben,1,0,1151
ben,Ben,1,0,1154
ben,Ben,1,1,1154
ben,Ben,1,2,1154
ben,Ben,1,0,1157
ben,Ben,1,0,1160
ben,Ben,1,1,1160
ben,Ben,1,0,1163
ben,Ben,1,0,1183
ben,Ben,1,0,1214
ben,Ben,1,0,1272
ben,Ben,1,0,1277
ben,Ben,1,0,1282
ben,Ben,1,2,53
ben,Ben,1,3,53
ben,Ben,1,0,164
ben,Ben,1,0,312
ben,Ben,1,0,405
ben,Ben,1,0,406
ben,Ben,1,0,411
ben,Ben,1,1,531
ben,Ben,1,0,637
ben,Ben,1,0,1057
ben,Ben,1,0,1059
ben,Ben,1,0,1085
ben,Ben,1,3,1154
ben,Ben,1,4,1154
ben,Ben,1,5,1154
pat,wait,1,0,40
pat,wait,1,0,41
pat,wait,1,0,109
pat,wait,1,1,109
pat,wait,1,0,111
pat,wait,1,0,128
pat,wait,1,0,287
pat,wait,1,0,289
pat,wait,1,0,354
pat,wait,1,0,393
pat,wait,1,1,393
pat,wait,1,2,393
pat,wait,1,0,444
pat,wait,1,1,444
pat,wait,1,0,670
pat,wait,1,0,671
pat,wait,1,1,671
pat,wait,1,2,671
pat,wait,1,0,718
pat,wait,1,0,719
pat,wait,1,0,739
pat,wait,1,0,906
pat,wait,1,0,915
pat,wait,1,0,916
pat,wait,1,1,916
pat,wait,1,2,916
pat,wait,1,0,917
pat,wait,1,1,917
pat,wait,1,2,917
pat,wait,1,3,917
pat,wait,1,0,918
pat,wait,1,1,918
pat,wait,1,2,918
pat,wait,1,3,918
pat,wait,1,4,918
pat,wait,1,0,919
pat,wait,1,0,954
pat,wait,1,0,1003
pat,wait,1,0,1004
pat,wait,1,1,1004
pat,wait,1,2,1004
pat,wait,1,0,1005
pat,wait,1,0,1159
pat,wait,1,0,1165
pat,wait,1,1,40
pat,wait,1,2,40
pat,wait,1,0,355
pat,wait,1,3,393
pat,wait,1,0,428
pat,wait,1,0,432
pat,wait,1,1,919
pat,wait,1,0,1180
pat,wait,1,0,1224
pat,wait,1,0,1243
pat,hee,1,0,40
pat,hee,1,1,40
pat,hee,1,0,916
pat,hee,1,1,916
pat,hee,1,2,916
pat,hee,1,0,917
pat,hee,1,1,917
pat,hee,1,2,917
pat,hee,1,3,917
pat,hee,1,0,919
pat,hee,1,1,919
pat,hee,1,2,919
pat,hee,1,0,1004
pat,hee,1,1,1004
pat,hee,1,2,1004
pat,hee,1,0,1283
pat,hee,1,1,1283
pat,hee,1,2,1283
pat,hee,1,2,40
pat,hee,1,3,916
pat,hee,1,4,917
pat,hee,1,5,917
pat,hee,1,0,918
pat,hee,1,3,1004
pat,hee,1,0,1255
pat,hee,1,3,1283
lydia,maid,1,0,45
lydia,maid,1,0,89
lydia,maid,1,0,222
lydia,maid,1,1,222
lydia,maid,1,0,300
lydia,maid,1,1,300
lydia,maid,1,0,1108
lydia,maid,1,0,1135
lydia,maid,1,0,1192
lydia,maid,1,0,1235
lydia,maid,1,0,1236
lydia,maid,1,1,1236
lydia,cool,1,0,47
lydia,cool,1,0,301
lydia,cool,1,0,465
lydia,cool,1,0,542
lydia,cool,1,0,544
lydia,cool,1,0,661
lydia,cool,1,0,1116
lydia,cool,1,0,1236
lydia,cool,1,0,582
mina,Mina,1,0,736
mina,Mina,1,0,1213
mina,Mina,1,0,48
mina,Mina,1,0,517
mina,Mina,1,0,661
mina,Mina,1,0,759
mina,Mina,1,0,760
mina,Mina,1,0,774
mina,Mina,1,0,816
mina,Mina,1,0,818
mina,Mina,1,0,954
mina,Mina,1,0,1167
mina,Mina,1,0,1176
mina,Mina,1,0,1177
mina,Mina,1,1,1177
minlyd,shadow,1,0,49
minlyd,shadow,1,0,465
minlyd,shadow,1,0,516
minlyd,shadow,1,0,660
minlyd,shadow,1,0,734
minlyd,shadow,1,0,1136
bloom,old,1,0,124
bloom,old,1,0,138
bloom,old,1,0,459
bloom,old,1,0,466
bloom,old,1,0,471
bloom,old,1,0,508
bloom,old,1,0,564
bloom,old,1,0,624
bloom,old,1,0,647
bloom,old,1,0,681
bloom,old,1,0,682
bloom,old,1,0,733
bloom,old,1,0,1069
bloom,old,1,0,1071
bloom,old,1,0,49
bloom,old,1,0,230
bloom,old,1,0,583
bloom,old,1,0,1197
stripling,tap,1,0,50
stripling,tap,1,0,215
stripling,tap,1,0,986
stripling,tap,1,0,1190
stripling,tap,1,1,1190
stripling,tap,1,2,1190
stripling,tap,1,3,1190
stripling,tap,1,4,1190
stripling,tap,1,0,1234
stripling,tap,1,1,1234
stripling,tap,1,0,933
stripling,tap,1,0,951
stripling,tap,1,0,989
stripling,tap,1,0,1010
stripling,tap,1,0,1037
stripling,tap,1,0,1075
stripling,tap,1,0,1084
stripling,tap,1,1,1084
stripling,tap,1,0,1100
stripling,tap,1,1,1100
stripling,tap,1,0,1119
stripling,tap,1,1,1119
stripling,tap,1,2,1119
stripling,tap,1,0,1138
stripling,tap,1,1,1138
stripling,tap,1,2,1138
stripling,tap,1,0,1166
stripling,tap,1,1,1166
stripling,tap,1,2,1166
stripling,tap,1,3,1166
stripling,tap,1,0,1186
stripling,tap,1,1,1186
stripling,tap,1,2,1186
stripling,tap,1,3,1186
stripling,tap,1,5,1190
stripling,tap,1,0,1208
stripling,tap,1,1,1208
stripling,tap,1,2,1208
stripling,tap,1,3,1208
stripling,tap,1,0,1218
stripling,tap,1,1,1218
stripling,tap,1,2,1218
stripling,tap,1,3,1218
stripling,tap,1,4,1218
stripling,tap,1,0,1223
stripling,tap,1,1,1223
stripling,tap,1,2,1223
stripling,tap,1,3,1223
stripling,tap,1,4,1223
stripling,tap,1,5,1223
stripling,tap,1,6,1223
stripling,tap,1,7,1223
stripling,tap,1,2,1234
stripling,tap,1,3,1234
stripling,tap,1,4,1234
stripling,tap,1,5,1234
stripling,tap,1,0,1273
ben,pray,1,0,126
ben,pray,1,0,137
ben,pray,1,0,1043
ben,pray,1,0,1133
ben,pray,1,0,1139
ben,pray,1,0,1140
ben,pray,1,0,1248
ben,pray,1,0,51
ben,pray,1,1,51
ben,pray,1,1,1139
ben,big,1,0,800
ben,big,1,0,1152
ben,big,1,0,1228
ben,big,1,0,1272
ben,big,1,0,53
ben,big,1,1,53
ben,big,1,0,808
ben,big,1,0,959
ben,big,1,0,1012
ben,big,1,0,1070
ben,big,1,0,1154
ben,big,1,1,1154
ben,big,1,2,1154
bloom,pwee,1,0,55
bloom,pwee,1,0,1203
bloom,pwee,1,0,1241
bloom,pwee,1,1,55
bloom,pwee,1,0,1202
bloom,pwee,1,1,1203
bloom,pwee,1,2,1203
bloom,pwee,1,1,1241
bloom,pwee,1,3,1203
bloom,pipe,1,0,55
bloom,pipe,1,0,86
bloom,pipe,1,0,217
bloom,pipe,1,0,259
bloom,pipe,1,0,477
bloom,pipe,1,0,478
bloom,pipe,1,0,492
bloom,pipe,1,0,600
bloom,pipe,1,0,616
bloom,pipe,1,0,854
bloom,pipe,1,0,1203
bloom,pipe,1,0,1204
bloom,pipe,1,0,1241
ben,men,1,0,56
ben,men,1,1,56
ben,men,1,0,79
ben,men,1,0,311
ben,men,1,0,416
ben,men,1,0,992
ben,men,1,0,1008
ben,men,1,0,1140
ben,men,1,0,1276
ben,men,1,1,1276
kernan,Ker,1,0,56
kernan,Ker,1,0,775
kernan,Ker,1,0,797
kernan,Ker,1,0,926
kernan,Ker,1,0,991
kernan,Ker,1,0,1039
kernan,Ker,1,0,1148
kernan,Ker,1,0,1271
kernan,Ker,1,0,1272
bob,Cow,1,0,56
bob,Cow,1,0,353
bob,Cow,1,0,437
bob,Cow,1,0,466
bob,Cow,1,0,479
bob,Cow,1,0,483
bob,Cow,1,0,532
bob,Cow,1,0,540
bob,Cow,1,0,560
bob,Cow,1,0,573
bob,Cow,1,0,587
bob,Cow,1,0,593
bob,Cow,1,0,596
bob,Cow,1,0,602
bob,Cow,1,0,604
bob,Cow,1,0,652
bob,Cow,1,0,759
bob,Cow,1,0,767
bob,Cow,1,0,774
bob,Cow,1,0,799
bob,Cow,1,0,929
bob,Cow,1,1,929
bob,Cow,1,0,958
bob,Cow,1,0,990
bob,Cow,1,0,998
bob,Cow,1,0,1150
bob,Cow,1,0,1191
bob,Cow,1,0,1215
bob,Cow,1,0,1271
bob,Cow,1,0,1272
bob,Cow,1,0,963
bob,Cow,1,0,1054
dedalus,Ded,1,0,56
dedalus,Ded,1,0,1271
dedalus,Ded,1,0,153
dedalus,Ded,1,0,192
dedalus,Ded,1,0,201
dedalus,Ded,1,0,216
dedalus,Ded,1,0,253
dedalus,Ded,1,0,255
dedalus,Ded,1,0,259
dedalus,Ded,1,0,271
dedalus,Ded,1,0,282
dedalus,Ded,1,0,440
dedalus,Ded,1,0,448
dedalus,Ded,1,0,459
dedalus,Ded,1,0,470
dedalus,Ded,1,0,476
dedalus,Ded,1,0,492
dedalus,Ded,1,0,496
dedalus,Ded,1,0,509
dedalus,Ded,1,0,536
dedalus,Ded,1,0,584
dedalus,Ded,1,0,600
dedalus,Ded,1,0,645
dedalus,Ded,1,0,667
dedalus,Ded,1,0,785
dedalus,Ded,1,0,787
dedalus,Ded,1,0,800
dedalus,Ded,1,0,849
dedalus,Ded,1,0,992
dedalus,Ded,1,0,1146
dedalus,Ded,1,0,1160
dedalus,Ded,1,0,1204
dedalus,Ded,1,0,1219
dedalus,Ded,1,0,1272
ben,Doll,1,0,56
ben,Doll,1,0,435
ben,Doll,1,0,436
ben,Doll,1,0,442
ben,Doll,1,0,449
ben,Doll,1,0,450
ben,Doll,1,0,451
ben,Doll,1,0,472
ben,Doll,1,0,481
ben,Doll,1,0,528
ben,Doll,1,0,538
ben,Doll,1,0,554
ben,Doll,1,0,586
ben,Doll,1,0,652
ben,Doll,1,0,758
ben,Doll,1,0,772
ben,Doll,1,0,800
ben,Doll,1,0,997
ben,Doll,1,0,1011
ben,Doll,1,0,1074
ben,Doll,1,0,1139
ben,Doll,1,0,1151
ben,Doll,1,0,1154
ben,Doll,1,0,1157
ben,Doll,1,0,1163
ben,Doll,1,0,1168
ben,Doll,1,0,1169
ben,Doll,1,0,1173
ben,Doll,1,0,1174
ben,Doll,1,0,1175
ben,Doll,1,0,1176
ben,Doll,1,0,1214
ben,Doll,1,0,1271
ben,Doll,1,0,1272
ben,Doll,1,0,1170
ben,Doll,1,1,1170
ben,Doll,1,0,1178
dedalus,ay,1,0,56
dedalus,ay,1,0,496
dedalus,ay,1,0,1277
dedalus,ay,1,1,56
dedalus,ay,1,1,496
dedalus,ay,1,0,992
dedalus,ay,1,0,1206
dedalus,ay,1,1,1277
lydia,near,1,0,59
lydia,near,1,0,112
lydia,near,1,1,112
lydia,near,1,0,338
lydia,near,1,0,391
lydia,near,1,0,392
lydia,near,1,0,424
lydia,near,1,0,846
lydia,near,1,0,855
lydia,near,1,0,912
lydia,near,1,0,937
lydia,near,1,0,940
lydia,near,1,0,1167
lydia,near,1,0,1180
lydia,near,1,0,1258
lydia,near,1,0,1269
lydia,near,1,1,1269
lydia,near,1,0,305
lydia,near,1,2,1269
bloom,writ,1,0,61
bloom,writ,1,0,230
bloom,writ,1,0,610
bloom,writ,1,0,713
bloom,writ,1,0,714
bloom,writ,1,0,821
bloom,writ,1,0,860
bloom,writ,1,0,862
bloom,writ,1,0,874
bloom,writ,1,0,969
bloom,writ,1,0,868
bloom,writ,1,0,1086
bloom,writ,1,0,1291
